SpeciesAuthor,MatrixPopulation,MatrixStartYear,MatrixEndYear,MatrixClassAuthor,N
Pinus_maximartinezii,Juchipila,1996,1998,Seedlings: ‰ä_ 40 cm height,2520
Pinus_maximartinezii,Juchipila,1996,1998,Small Saplings: 41-134 cm height,173
Pinus_maximartinezii,Juchipila,1996,1998,Large Saplings: ‰ä´ 135 cm height and ‰ä_ 2 cm DBH,133
Pinus_maximartinezii,Juchipila,1996,1998,Juveniles: 2.1-7.0 cm DBH,36
Pinus_maximartinezii,Juchipila,1996,1998,Adults 1: 7.1-20.0 cm DBH,19
Pinus_maximartinezii,Juchipila,1996,1998,Adults 2: 20.1-30.0 cm DBH,15
Pinus_maximartinezii,Juchipila,1996,1998,Adults 3: 30.1-40 cm DBH,16
Pinus_maximartinezii,Juchipila,1996,1998,Adults 4: 40.1-50 cm DBH,10
Pinus_maximartinezii,Juchipila,1996,1998,Adults 5: > 50 cm DBH,8
