years,months,Site,ppt,tmean
1998,3,McDevitt,16.03000069,-0.625
1998,4,McDevitt,43.77000046,4.230000019
1998,5,McDevitt,67,9.210000038
1998,6,McDevitt,59.88000107,10.07499981
1998,7,McDevitt,32.38000107,20.14999962
1998,8,McDevitt,8.579999924,19.12000084
1998,9,McDevitt,28.70000076,15.40999985
1998,10,McDevitt,12.35999966,5.670000076
1998,11,McDevitt,39.95000076,-0.025000095
1998,12,McDevitt,39.95000076,-7.139999866
1999,1,McDevitt,33.79000092,-3.995000124
1999,2,McDevitt,34.40999985,-4.425000191
1999,3,McDevitt,21.36000061,-0.11500001
1999,4,McDevitt,23.52000046,2.399999619
1999,5,McDevitt,41.93000031,7.625
1999,6,McDevitt,32.83000183,11.96000004
1999,7,McDevitt,0,17.96500015
1999,8,McDevitt,17.48999977,18.59000015
1999,9,McDevitt,7.800000191,12.04000092
1999,10,McDevitt,7.599999905,8.13999939
1999,11,McDevitt,21.02000046,2.36500001
1999,12,McDevitt,28.26000023,-4.119999886
2000,1,McDevitt,40.58000183,-6.554999828
2000,2,McDevitt,24.84000015,-1.719999909
2000,3,McDevitt,21.23999977,0.400000095
2000,4,McDevitt,17.21999931,6.375
2000,5,McDevitt,29.09000015,9.109999657
2000,6,McDevitt,7.670000076,14.06999969
2000,7,McDevitt,5.940000057,18.79500008
2000,8,McDevitt,6.010000229,19
2000,9,McDevitt,23.28000069,11.63999939
2000,10,McDevitt,58.40000153,6.079999924
2000,11,McDevitt,28.95000076,-5.404999733
2000,12,McDevitt,14.18999958,-6.014999866
2001,1,McDevitt,12.02000046,-6.275000095
2001,2,McDevitt,17.79000092,-5.105000019
2001,3,McDevitt,22.12000084,1.139999866
2001,4,McDevitt,51.09999847,3.740000248
2001,5,McDevitt,10.98999977,10.61999989
2001,6,McDevitt,32.15999985,13.66499996
2001,7,McDevitt,24.76000023,18.81500053
2001,8,McDevitt,2.910000086,19.76000023
2001,9,McDevitt,34.34999847,15.55999947
2001,10,McDevitt,24.25,6.585000038
2001,11,McDevitt,19.07999992,1.540000081
2001,12,McDevitt,23.29000092,-7.099999905
2002,1,McDevitt,22.94000053,-6.25
2002,2,McDevitt,12.89999962,-4.714999676
2002,3,McDevitt,18.84000015,-2.095000267
2002,4,McDevitt,30.18000031,4.235000134
2002,5,McDevitt,34.43999863,8.414999962
2002,6,McDevitt,38.54999924,14.09000015
2002,7,McDevitt,12.38000011,20.04999924
2002,8,McDevitt,20.60000038,16.31999969
2002,9,McDevitt,14.14999962,13.61000061
2002,10,McDevitt,7.099999905,4.5
2002,11,McDevitt,23.26000023,-1.555000067
2002,12,McDevitt,17.70999908,-3.574999809
2003,1,McDevitt,41.29999924,-2.674999952
2003,2,McDevitt,44.95000076,-4.625
2003,3,McDevitt,28.05999947,0.504999876
2003,4,McDevitt,52.72999954,4.450000286
2003,5,McDevitt,21.84000015,9.31000042
2003,6,McDevitt,8.770000458,14.42500019
2003,7,McDevitt,7.869999886,21.01499939
2003,8,McDevitt,19.20000076,20.625
2003,9,McDevitt,10.80000019,13.96999931
2003,10,McDevitt,8.56000042,9.510000229
2003,11,McDevitt,18.70000076,-3.735000134
2003,12,McDevitt,32.72999954,-3.835000038
2004,1,McDevitt,22.97999954,-5.754999638
2004,2,McDevitt,19.79000092,-3.644999981
2004,3,McDevitt,6.599999905,3.88499999
2004,4,McDevitt,19.59000015,6.329999924
2004,5,McDevitt,64.41999817,8.905000687
2004,6,McDevitt,34.59000015,13.84000015
2004,7,McDevitt,30.81999969,18.64999962
2004,8,McDevitt,15.09000015,17.38000107
2004,9,McDevitt,26.72999954,11.90000057
2004,10,McDevitt,37.63000107,7.025000095
2004,11,McDevitt,5.320000172,-0.605000138
2004,12,McDevitt,23.39999962,-3.190000057
2005,1,McDevitt,11.77000046,-4.050000191
2005,2,McDevitt,3.890000105,-2.220000029
2005,3,McDevitt,18.62000084,1.414999962
2005,4,McDevitt,23.36000061,5.099999905
2005,5,McDevitt,58.97999954,9.194999695
2005,6,McDevitt,61.59999847,11.66499996
2005,7,McDevitt,2.039999962,19.21500015
2005,8,McDevitt,13.90999985,18.52000046
2005,9,McDevitt,20.90999985,12.61000061
2005,10,McDevitt,18.18000031,7.864999771
2005,11,McDevitt,53.38000107,-1.919999838
2005,12,McDevitt,29.75,-6.244999886
2006,1,McDevitt,41.5,-4.09499979
2006,2,McDevitt,13.68999958,-5.335000038
2006,3,McDevitt,30.31999969,-1.144999981
2006,4,McDevitt,53.45999908,5.539999962
2006,5,McDevitt,21.06999969,10.45499992
2006,6,McDevitt,36.90000153,15.04500008
2006,7,McDevitt,4.130000114,21.47000122
2006,8,McDevitt,6.639999866,17.875
2006,9,McDevitt,28.96999931,12.44499969
2006,10,McDevitt,45.77999878,6
2006,11,McDevitt,28.25,-0.549999952
2006,12,McDevitt,22.90999985,-4.475000381
2007,1,McDevitt,13.68000031,-7.014999866
2007,2,McDevitt,37.22999954,-1.910000086
2007,3,McDevitt,17.34000015,2.835000038
2007,4,McDevitt,24.69000053,5.605000019
2007,5,McDevitt,28.80999947,9.965000153
2007,6,McDevitt,37.31999969,14.87999916
2007,7,McDevitt,12.18000031,21.61000061
2007,8,McDevitt,6.909999847,18.38500023
2007,9,McDevitt,33.58000183,12.05000019
2007,10,McDevitt,35.79000092,5.619999886
2007,11,McDevitt,22.19000053,0.225000143
2007,12,McDevitt,34.58000183,-6.309999943
2008,1,McDevitt,28.20999908,-8.039999962
2008,2,McDevitt,17.54000092,-2.660000086
2008,3,McDevitt,22.61000061,-1.649999857
2008,4,McDevitt,15.59000015,1.275000095
2008,5,McDevitt,39.11999893,8.340000153
2008,6,McDevitt,14.89999962,12.75
2008,7,McDevitt,8.930000305,18.77999878
2008,8,McDevitt,9.18999958,17.98999977
2008,9,McDevitt,22.30999947,12.67499924
2008,10,McDevitt,16.20000076,6.210000038
2008,11,McDevitt,28.73999977,1.875000119
2008,12,McDevitt,30.67000008,-6.254999638
2009,1,McDevitt,26.45999908,-3.984999895
2009,2,McDevitt,9.56000042,-2.25
2009,3,McDevitt,52.36999893,-1.455000043
2009,4,McDevitt,39.43000031,3.920000076
2009,5,McDevitt,28.87999916,9.305000305
2009,6,McDevitt,71.97000122,12.5
2009,7,McDevitt,14.60999966,17.68000031
2009,8,McDevitt,43.13999939,17.38000107
2009,9,McDevitt,17.35000038,15.7300005
2009,10,McDevitt,34.09999847,2.940000057
2009,11,McDevitt,13.06999969,-0.220000029
2009,12,McDevitt,7.039999962,-7.840000153
2010,1,McDevitt,27.71999931,-3.285000086
2010,2,McDevitt,8.25,-3.044999838
2010,3,McDevitt,14.72999954,1.414999962
2010,4,McDevitt,29.01000023,3.975000143
2010,5,McDevitt,68.73999786,5.634999752
2010,6,McDevitt,68.90000153,11.86499977
2010,7,McDevitt,6.059999943,17.07500076
2010,8,McDevitt,25,16.42000008
2010,9,McDevitt,32.29999924,13.18499947
2010,10,McDevitt,32.81000137,8.699999809
2010,11,McDevitt,35.04000092,-1.664999962
2010,12,McDevitt,44.63000107,-4.789999962
2011,1,McDevitt,17.96999931,-5.929999828
2011,2,McDevitt,9.090000153,-5.329999924
2011,3,McDevitt,35.65000153,-0.484999895
2011,4,McDevitt,45.68999863,1.660000086
2011,5,McDevitt,58.97000122,7.050000191
2011,6,McDevitt,39.91999817,11.59500027
2011,7,McDevitt,22.21999931,18.51499939
2011,8,McDevitt,12.46000004,18.64500046
2011,9,McDevitt,8.079999924,15.15999985
2011,10,McDevitt,42.52999878,7.339999676
2011,11,McDevitt,19.59000015,-1.850000024
2011,12,McDevitt,24.73999977,-4.724999905
2012,1,McDevitt,18.11000061,-3.829999924
2012,2,McDevitt,19.20000076,-3.179999828
2012,3,McDevitt,50.45999908,2.004999876
2012,4,McDevitt,18.81999969,6.31499958
2012,5,McDevitt,23.87000084,8.470000267
2012,6,McDevitt,11.42000008,13.73500061
2012,7,McDevitt,23.01000023,20.39500046
2012,8,McDevitt,5.190000057,19.38500023
2012,9,McDevitt,8.020000458,14.74499989
2012,10,McDevitt,27.30999947,6.054999828
2012,11,McDevitt,30.31999969,0.950000048
2012,12,McDevitt,35.84999847,-4.735000134
2013,1,McDevitt,18.48999977,-6.164999962
2013,2,McDevitt,10.97000027,-3.570000172
2013,3,McDevitt,11.23999977,0.204999924
2013,4,McDevitt,10.18000031,3.840000153
2013,5,McDevitt,39.93000031,9.809999466
2013,6,McDevitt,28.28000069,14.21500015
2013,7,McDevitt,17.02000046,20.48500061
2013,8,McDevitt,16.85000038,19.44499969
2013,9,McDevitt,44.11000061,13.77999973
2013,10,McDevitt,26.10000038,5.109999657
2013,11,McDevitt,17,-0.139999866
2013,12,McDevitt,18.01000023,-7.039999962
2014,1,McDevitt,17.56999969,-2.684999943
2014,2,McDevitt,48.08000183,-4.965000153
2014,3,McDevitt,20.13999939,0.650000095
2014,4,McDevitt,30.11000061,4.375
2014,5,McDevitt,20.18000031,9.869999886
2014,6,McDevitt,32.02000046,12.90499973
2014,7,McDevitt,3.00999999,19.82500076
2014,8,McDevitt,57.36999893,17.02499962
2014,9,McDevitt,20.12000084,13.92500019
2014,10,McDevitt,23.95999908,8.595000267
2014,11,McDevitt,32.45999908,-1.834999919
2014,12,McDevitt,33.97000122,-3.714999914
2015,1,McDevitt,15.85999966,-2.210000038
2015,2,McDevitt,20.82999992,-0.125
2015,3,McDevitt,8.789999962,3.609999895
2015,4,McDevitt,27.94000053,4.869999886
2015,5,McDevitt,69.23999786,9.565000534
2015,6,McDevitt,24.11000061,16.73400116
1981,1,Reservoir,7.650000095,-3.314999819
1981,2,Reservoir,31.13999939,-4.340000153
1981,3,Reservoir,31.86000061,-0.175000191
1981,4,Reservoir,39.34000015,3
1981,5,Reservoir,116.5599976,6.590000153
1981,6,Reservoir,58.06999969,10.05999947
1981,7,Reservoir,17.61000061,15.32499981
1981,8,Reservoir,7.179999828,16.55500031
1981,9,Reservoir,18.64999962,10.82499981
1981,10,Reservoir,31.37999916,2.649999857
1981,11,Reservoir,38.91999817,-0.450000048
1981,12,Reservoir,41.40999985,-5.525000095
1982,1,Reservoir,34.29999924,-9.18500042
1982,2,Reservoir,22.15999985,-8.079999924
1982,3,Reservoir,52.27999878,-2.36500001
1982,4,Reservoir,53.59000015,-1.25999999
1982,5,Reservoir,59.59999847,5.235000134
1982,6,Reservoir,48.15999985,10.41499996
1982,7,Reservoir,32.11000061,14.25
1982,8,Reservoir,21.82999992,15.98999977
1982,9,Reservoir,51.88000107,9.380000114
1982,10,Reservoir,28.35000038,3.2900002
1982,11,Reservoir,14.59000015,-4.81499958
1982,12,Reservoir,46.79999924,-7.274999619
1983,1,Reservoir,13.97000027,-4.170000076
1983,2,Reservoir,17.62999916,-3.369999886
1983,3,Reservoir,41.15000153,-0.88499999
1983,4,Reservoir,22.22999954,0.450000048
1983,5,Reservoir,38.86999893,5.759999752
1983,6,Reservoir,69.93000031,10.10499954
1983,7,Reservoir,54.56999969,14.11999989
1983,8,Reservoir,66.62999725,16.81500053
1983,9,Reservoir,35.00999832,9.465000153
1983,10,Reservoir,37.52999878,5.079999924
1983,11,Reservoir,51.06000137,-1.034999967
1983,12,Reservoir,35.29000092,-13.64999962
1984,1,Reservoir,20.65999985,-6.755000114
1984,2,Reservoir,15.03999996,-5.029999733
1984,3,Reservoir,40.31999969,-1.86500001
1984,4,Reservoir,53.47000122,0.984999895
1984,5,Reservoir,60.15999985,6.289999962
1984,6,Reservoir,84.63999939,9.864999771
1984,7,Reservoir,34.56000137,15.89999962
1984,8,Reservoir,44.11000061,16.18499947
1984,9,Reservoir,24.85000038,8.119999886
1984,10,Reservoir,35.59000015,2.025000095
1984,11,Reservoir,30.03000069,-2.440000057
1984,12,Reservoir,27.62999916,-9.994999886
1985,1,Reservoir,16.01000023,-9.704999924
1985,2,Reservoir,14.28999996,-9.88999939
1985,3,Reservoir,37.45000076,-4.380000114
1985,4,Reservoir,13.60999966,3.884999752
1985,5,Reservoir,58.20999908,8.414999962
1985,6,Reservoir,20.22999954,11.78499985
1985,7,Reservoir,24.27000046,17.95000076
1985,8,Reservoir,35.83000183,13.49000072
1985,9,Reservoir,70.37000275,7.289999962
1985,10,Reservoir,23.47999954,3.130000114
1985,11,Reservoir,31.54000092,-8.56499958
1985,12,Reservoir,11.31999969,-9.26499939
1986,1,Reservoir,21.72999954,-4.65500021
1986,2,Reservoir,58.54000092,-3.880000114
1986,3,Reservoir,24.20999908,2.099999905
1986,4,Reservoir,45.86000061,2.63499999
1986,5,Reservoir,58.72000122,7.054999828
1986,6,Reservoir,35.74000168,14.26500034
1986,7,Reservoir,34.20000076,13.87000084
1986,8,Reservoir,46.02999878,16.54999924
1986,9,Reservoir,61.27000046,6.910000324
1986,10,Reservoir,21.64999962,4.759999752
1986,11,Reservoir,32.33000183,-2.320000172
1986,12,Reservoir,6.389999866,-6.400000095
1987,1,Reservoir,16.13999939,-7.509999752
1987,2,Reservoir,20.11000061,-3.539999962
1987,3,Reservoir,27.72999954,-0.964999914
1987,4,Reservoir,13.35000038,6.114999771
1987,5,Reservoir,90.63999939,9.065000534
1987,6,Reservoir,36.34000015,12.51499939
1987,7,Reservoir,89.05999756,14.03499985
1987,8,Reservoir,36.24000168,13.12000084
1987,9,Reservoir,0,12.17499924
1987,10,Reservoir,0,6.010000229
1987,11,Reservoir,14.10000038,-0.420000076
1987,12,Reservoir,33.70999908,-6.375
1988,1,Reservoir,22.67000008,-8.559999466
1988,2,Reservoir,18.95999908,-4.024999619
1988,3,Reservoir,36.09000015,-1.86500001
1988,4,Reservoir,55.45999908,4.119999886
1988,5,Reservoir,57.02000046,7.920000076
1988,6,Reservoir,29.62999916,14.64000034
1988,7,Reservoir,3.960000038,17.23500061
1988,8,Reservoir,9.340000153,15.72999954
1988,9,Reservoir,19.51000023,10.03499985
1988,10,Reservoir,10.36999989,7.929999828
1988,11,Reservoir,48.65999985,-3.450000048
1988,12,Reservoir,16.29999924,-8
1989,1,Reservoir,33.65000153,-8.094999313
1989,2,Reservoir,18.10000038,-11.28499985
1989,3,Reservoir,48.65999985,-2.764999866
1989,4,Reservoir,27.72999954,3.114999771
1989,5,Reservoir,54.41999817,5.994999886
1989,6,Reservoir,29.11000061,11.23499966
1989,7,Reservoir,21.73999977,17.03999901
1989,8,Reservoir,47.43000031,13.81999969
1989,9,Reservoir,19.51000023,9.704999924
1989,10,Reservoir,49.20999908,3.670000076
1989,11,Reservoir,16.20999908,-1.459999919
1989,12,Reservoir,19.17000008,-6.324999809
1990,1,Reservoir,31.70999908,-6.15500021
1990,2,Reservoir,13.22000027,-6.889999866
1990,3,Reservoir,29.22999954,-2.4150002
1990,4,Reservoir,41.09000015,4.364999771
1990,5,Reservoir,58.77999878,4.90500021
1990,6,Reservoir,49.86000061,10.1449995
1990,7,Reservoir,33.40000153,15.58499908
1990,8,Reservoir,47.65999985,14.99500084
1990,9,Reservoir,9.31000042,12.8550005
1990,10,Reservoir,31,2.985000134
1990,11,Reservoir,23.23999977,-1.779999971
1990,12,Reservoir,26.39999962,-13.15500069
1991,1,Reservoir,14.89999962,-8.850000381
1991,2,Reservoir,7.150000095,-1.694999933
1991,3,Reservoir,48.15999985,-3.25
1991,4,Reservoir,57.58000183,0.859999895
1991,5,Reservoir,89.34999847,4.835000038
1991,6,Reservoir,60.88000107,9.820000648
1991,7,Reservoir,12.82999992,15.80500031
1991,8,Reservoir,22.77000046,16.77999878
1991,9,Reservoir,29.94000053,10.90000057
1991,10,Reservoir,30.72999954,3.53000021
1991,11,Reservoir,61.13000107,-5.109999657
1991,12,Reservoir,22.48999977,-6.899999619
1992,1,Reservoir,8.890000343,-6.514999866
1992,2,Reservoir,16.09000015,-2.670000076
1992,3,Reservoir,15.61999989,1.370000124
1992,4,Reservoir,40.02999878,3.894999981
1992,5,Reservoir,28.59000015,8.925000191
1992,6,Reservoir,91.19000244,12.30999947
1992,7,Reservoir,42.13999939,12.78499985
1992,8,Reservoir,6.25,14.82000065
1992,9,Reservoir,19.64999962,9.074999809
1992,10,Reservoir,30.81999969,5.930000305
1992,11,Reservoir,31,-5.110000134
1992,12,Reservoir,32.99000168,-9.914999962
1993,1,Reservoir,16.84000015,-10.94999981
1993,2,Reservoir,17.04000092,-9.300000191
1993,3,Reservoir,42.65999985,-0.269999981
1993,4,Reservoir,60.63999939,1.214999914
1993,5,Reservoir,56.02000046,8.670000076
1993,6,Reservoir,91.86000061,9.090000153
1993,7,Reservoir,78.62000275,10.05500031
1993,8,Reservoir,62.47000122,11.96500015
1993,9,Reservoir,5.639999866,8.965000153
1993,10,Reservoir,35.08000183,4.300000191
1993,11,Reservoir,12.39999962,-5.745000362
1993,12,Reservoir,17.21999931,-6.984999657
1994,1,Reservoir,26.01000023,-4.289999962
1994,2,Reservoir,34.38000107,-7.880000114
1994,3,Reservoir,15.94999981,-1.200000048
1994,4,Reservoir,40.22999954,3.255000114
1994,5,Reservoir,53.09000015,8.090000153
1994,6,Reservoir,34.27999878,11.21000004
1994,7,Reservoir,27.95999908,15.25500011
1994,8,Reservoir,15.76000023,16.26499939
1994,9,Reservoir,5.820000172,11.87000084
1994,10,Reservoir,58.65000153,2.505000114
1994,11,Reservoir,38.5,-6.949999809
1994,12,Reservoir,25.14999962,-6.945000172
1995,1,Reservoir,26.67000008,-8.470000267
1995,2,Reservoir,17.73999977,-3.425000191
1995,3,Reservoir,51.70999908,-3.254999638
1995,4,Reservoir,72.59999847,0.720000029
1995,5,Reservoir,88.65000153,5.204999924
1995,6,Reservoir,86.25,9.079999924
1995,7,Reservoir,46.52000046,14.29500008
1995,8,Reservoir,14.46000004,14.20499992
1995,9,Reservoir,34.40000153,10.27999973
1995,10,Reservoir,37.36999893,1.900000095
1995,11,Reservoir,53.25999832,-1.099999905
1995,12,Reservoir,37.79000092,-5.434999943
1996,1,Reservoir,43.54000092,-7.909999847
1996,2,Reservoir,40.02999878,-7.224999905
1996,3,Reservoir,40.91999817,-3.50999999
1996,4,Reservoir,47.79999924,1.880000114
1996,5,Reservoir,77.18000031,4.25
1996,6,Reservoir,19.78000069,11.375
1996,7,Reservoir,4.340000153,16.03499985
1996,8,Reservoir,8.18999958,15.15500069
1996,9,Reservoir,11.64999962,8.770000458
1996,10,Reservoir,31.62999916,3.74000001
1996,11,Reservoir,29.56999969,-1.575000048
1996,12,Reservoir,59.15000153,-6.815000057
1997,1,Reservoir,52.31999969,-8.024999619
1997,2,Reservoir,25.31999969,-5.875
1997,3,Reservoir,29.81999969,-1.63499999
1997,4,Reservoir,68.31999969,-0.339999914
1997,5,Reservoir,33.31000137,7.604999542
1997,6,Reservoir,75.37999725,11.25500011
1997,7,Reservoir,42.86000061,13.96500015
1997,8,Reservoir,46.40999985,14.35000038
1997,9,Reservoir,34.50999832,10.875
1997,10,Reservoir,54.31000137,3.414999962
1997,11,Reservoir,21.05999947,-2.204999924
1997,12,Reservoir,16.86000061,-7.680000305
1998,1,Reservoir,44.34000015,-5.424999714
1998,2,Reservoir,19.09000015,-5.345000267
1998,3,Reservoir,24.69000053,-2.154999971
1998,4,Reservoir,57.50999832,2.230000019
1998,5,Reservoir,69.66999817,7.28000021
1998,6,Reservoir,78.43000031,8.140000343
1998,7,Reservoir,36.72999954,17.09000015
1998,8,Reservoir,16.67000008,16.14999962
1998,9,Reservoir,27.88999939,12.85999966
1998,10,Reservoir,15.92000008,3.865000248
1998,11,Reservoir,39.52000046,-0.910000086
1998,12,Reservoir,44.34999847,-8.100000381
1999,1,Reservoir,36.34000015,-5.134999752
1999,2,Reservoir,35.08000183,-5.454999924
1999,3,Reservoir,24.54000092,-1.889999866
1999,4,Reservoir,43.50999832,0.345000029
1999,5,Reservoir,69,5.504999638
1999,6,Reservoir,42.97000122,9.784999847
1999,7,Reservoir,0,14.82999992
1999,8,Reservoir,28.98999977,15.69999981
1999,9,Reservoir,8.960000038,9.119999886
1999,10,Reservoir,5.929999828,6.375
1999,11,Reservoir,23.39999962,1.764999866
1999,12,Reservoir,31.11000061,-4.079999924
2000,1,Reservoir,37.65999985,-6.085000038
2000,2,Reservoir,24.68000031,-2.980000019
2000,3,Reservoir,25.61000061,-1.380000114
2000,4,Reservoir,24.59000015,4.424999714
2000,5,Reservoir,52.90000153,7.254999638
2000,6,Reservoir,18.54000092,11.42000008
2000,7,Reservoir,9.039999962,16.44000053
2000,8,Reservoir,13.72999954,16.54000092
2000,9,Reservoir,29.52000046,9.329999924
2000,10,Reservoir,63.25999832,3.994999886
2000,11,Reservoir,24.21999931,-6.704999924
2000,12,Reservoir,16.45999908,-6.429999828
2001,1,Reservoir,11.14999962,-6.239999771
2001,2,Reservoir,13.42000008,-7.06499958
2001,3,Reservoir,23.29999924,-0.705000162
2001,4,Reservoir,59.31000137,1.425000191
2001,5,Reservoir,23.38999939,8.055000305
2001,6,Reservoir,55.68000031,11.08500004
2001,7,Reservoir,25.92000008,15.83500004
2001,8,Reservoir,3.910000086,17.12000084
2001,9,Reservoir,35.29000092,12.60999966
2001,10,Reservoir,32.06999969,4.390000343
2001,11,Reservoir,18.54000092,0.769999981
2001,12,Reservoir,29.43000031,-7.900000095
2002,1,Reservoir,28.32999992,-7.355000019
2002,2,Reservoir,17.26000023,-5.730000019
2002,3,Reservoir,28.70999908,-4.355000019
2002,4,Reservoir,40,1.680000067
2002,5,Reservoir,42.65000153,6.024999619
2002,6,Reservoir,57.20000076,11.625
2002,7,Reservoir,16.32999992,17.55500031
2002,8,Reservoir,27.57999992,13.14000034
2002,9,Reservoir,16.06999969,10.76000023
2002,10,Reservoir,15.15999985,2.104999781
2002,11,Reservoir,21.64999962,-1.945000052
2002,12,Reservoir,16.65999985,-4.364999771
2003,1,Reservoir,36.65999985,-2.99000001
2003,2,Reservoir,41.77999878,-6.585000038
2003,3,Reservoir,48.18999863,-1.154999971
2003,4,Reservoir,67.87999725,2.159999847
2003,5,Reservoir,30.06999969,6.919999599
2003,6,Reservoir,17.81999969,11.33500004
2003,7,Reservoir,13.56000042,18.41500092
2003,8,Reservoir,27.80999947,17.40999985
2003,9,Reservoir,7.320000172,10.93000031
2003,10,Reservoir,17.80999947,7.03000021
2003,11,Reservoir,20.09000015,-5.519999981
2003,12,Reservoir,36.52999878,-5.345000267
2004,1,Reservoir,20.93000031,-6.335000038
2004,2,Reservoir,23.57999992,-5.759999752
2004,3,Reservoir,14.27000046,1.674999952
2004,4,Reservoir,31.02000046,3.855000019
2004,5,Reservoir,80.69000244,6.264999866
2004,6,Reservoir,40.02000046,10.89999962
2004,7,Reservoir,27.79000092,15.36999989
2004,8,Reservoir,34.83000183,13.96999931
2004,9,Reservoir,35.22000122,9.095000267
2004,10,Reservoir,31.87999916,4.539999962
2004,11,Reservoir,10.31999969,-1.504999995
2004,12,Reservoir,22.42000008,-4.349999905
2005,1,Reservoir,13.11999989,-5.115000248
2005,2,Reservoir,6.860000134,-3.809999943
2005,3,Reservoir,24.38999939,-0.720000029
2005,4,Reservoir,50.91999817,2.465000153
2005,5,Reservoir,81.31999969,6.585000038
2005,6,Reservoir,75.70999908,9.315000534
2005,7,Reservoir,8.680000305,16.44000053
2005,8,Reservoir,20.62000084,15.11499977
2005,9,Reservoir,33.15000153,9.914999962
2005,10,Reservoir,29.96999931,6.129999638
2005,11,Reservoir,51.43999863,-1.704999924
2005,12,Reservoir,30.81999969,-6.954999924
2006,1,Reservoir,40.5,-4.295000076
2006,2,Reservoir,14.13000011,-6.819999695
2006,3,Reservoir,34.15000153,-2.775000095
2006,4,Reservoir,55.95000076,3.449999809
2006,5,Reservoir,29.45000076,8.140000343
2006,6,Reservoir,51.59999847,12.82999992
2006,7,Reservoir,14.63000011,18.61000061
2006,8,Reservoir,13.64999962,14.99499989
2006,9,Reservoir,29.70000076,9.885000229
2006,10,Reservoir,61.31000137,3.754999638
2006,11,Reservoir,32.70000076,-1.775000095
2006,12,Reservoir,26.37999916,-5.400000095
2007,1,Reservoir,15.56999969,-8.364999771
2007,2,Reservoir,33.56999969,-3.644999981
2007,3,Reservoir,21.54000092,1.269999981
2007,4,Reservoir,41.56000137,3.255000114
2007,5,Reservoir,51.09000015,7.815000057
2007,6,Reservoir,47.38000107,12.46500015
2007,7,Reservoir,19.28000069,19.43000031
2007,8,Reservoir,13.03999996,15.83500004
2007,9,Reservoir,47.75,9.93500042
2007,10,Reservoir,47.99000168,3.590000153
2007,11,Reservoir,27.70999908,-1.169999838
2007,12,Reservoir,40.74000168,-8.364999771
2008,1,Reservoir,28.20000076,-9.905000687
2008,2,Reservoir,22.82999992,-4.869999886
2008,3,Reservoir,30.95999908,-3.759999752
2008,4,Reservoir,31.35000038,-0.914999962
2008,5,Reservoir,64.62999725,5.815000057
2008,6,Reservoir,26.65999985,10.17500019
2008,7,Reservoir,19.62999916,16.31499863
2008,8,Reservoir,8.470000267,15.40499973
2008,9,Reservoir,30.26000023,9.625
2008,10,Reservoir,34.95000076,4.135000229
2008,11,Reservoir,31.04999924,0.545000076
2008,12,Reservoir,38.18000031,-8.614999771
2009,1,Reservoir,31.12999916,-5.579999924
2009,2,Reservoir,9.699999809,-4.400000095
2009,3,Reservoir,66.69999695,-3.829999924
2009,4,Reservoir,60.41999817,1.085000038
2009,5,Reservoir,38.20000076,6.829999924
2009,6,Reservoir,87.09999847,9.914999008
2009,7,Reservoir,23.52000046,15.08500004
2009,8,Reservoir,39.5,14.63999939
2009,9,Reservoir,24.82999992,13.375
2009,10,Reservoir,55.84000015,0.105000019
2009,11,Reservoir,17.31999969,-2.185000181
2009,12,Reservoir,10.07999992,-9.969999313
2010,1,Reservoir,24.54999924,-5.294999599
2010,2,Reservoir,11.46000004,-5.424999714
2010,3,Reservoir,18.43000031,-0.575000048
2010,4,Reservoir,41.00999832,1.545000076
2010,5,Reservoir,87.56999969,3.214999676
2010,6,Reservoir,82.37999725,9.864999771
2010,7,Reservoir,14.59000015,14.51000023
2010,8,Reservoir,34.40999985,14.23500061
2010,9,Reservoir,26.59000015,10.81500053
2010,10,Reservoir,32.79000092,6.849999905
2010,11,Reservoir,39.93000031,-3.029999971
2010,12,Reservoir,40.02000046,-6.775000095
2011,1,Reservoir,26.69000053,-6.81499958
2011,2,Reservoir,12.81999969,-8.140000343
2011,3,Reservoir,43.97999954,-2.590000153
2011,4,Reservoir,56.36000061,-0.480000019
2011,5,Reservoir,94.65000153,4.795000076
2011,6,Reservoir,62.34999847,9.364999771
2011,7,Reservoir,27.45000076,15.67000008
2011,8,Reservoir,10.75,16.24500084
2011,9,Reservoir,7.110000134,12.59000015
2011,10,Reservoir,43.45999908,5.605000019
2011,11,Reservoir,19.85000038,-3.734999895
2011,12,Reservoir,24.29000092,-5.884999752
2012,1,Reservoir,16.52000046,-5.139999866
2012,2,Reservoir,22.43000031,-5.514999866
2012,3,Reservoir,51.20999908,0.369999886
2012,4,Reservoir,33.43999863,4.065000057
2012,5,Reservoir,39.04000092,6.18500042
2012,6,Reservoir,20.80999947,11.67499924
2012,7,Reservoir,27.28000069,17.70499992
2012,8,Reservoir,12.39999962,16.70999908
2012,9,Reservoir,10.89000034,12.52499962
2012,10,Reservoir,31.26000023,3.619999886
2012,11,Reservoir,30.55999947,-0.474999905
2012,12,Reservoir,35.93999863,-6.684999943
2013,1,Reservoir,18.01000023,-6.690000057
2013,2,Reservoir,11.34000015,-5.5
2013,3,Reservoir,17.12000084,-2.024999857
2013,4,Reservoir,19.64999962,1.25
2013,5,Reservoir,56.34999847,7.5
2013,6,Reservoir,45.75999832,11.81499958
2013,7,Reservoir,17.40999985,17.91500092
2013,8,Reservoir,24.45999908,16.88000107
2013,9,Reservoir,59.56999969,11.33500004
2013,10,Reservoir,35.84000015,2.875
2013,11,Reservoir,16.34000015,-1.170000076
2013,12,Reservoir,22.22999954,-7.710000038
